"","Tot2015","Tot2016","Tot2017","Tot2018","Tot2019","NumStay15_16","NumStay16_17","NumStay17_18","NumStay18_19","NumStay19_20"
"1",61594086,61545582,62619428,62206339,65314705,10861095,13842726,15482803,23886372,27566156
